item	page_id	paragraph_id	source_pdf	scan_page	category	annotation	context	proposed_correction	reviewer_and_date	evidence
06-094-U003	06-094	06-094-P03	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	94	unread writing	[[illegible]]	 Tell no other than Squire. but uncle [[Givans?]] says this must [[illegible]] out of the family I know not why unless his boys wrote it home i		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-094-U004	06-094	06-094-P03	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	94	tentative reading	[[Warthen?]]	 but he is behind the times, and had as well quit his noise. Tom [[Warthen?]] writes home that they have to keep a guard round Gurleys reg. to	Conflicting independent readings: Warthen / Weaker	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Marker kept. family reading edition (independent image reading, editions/family/Plain-text) reads 'Tom [Weaker?]'; conflict.
06-095-U001	06-095	06-095-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	95	unread writing	[[illegible]]	rom him, but the probability is he is with his kin by this time. [[illegible]] was over the other day and spent the day with us. I remarked to 		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-095-U002	06-095	06-095-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	95	unread writing	[[illegible]]	ed to him that he was the most cheering rebel I had seen lately. [[illegible]] he had been all over Dallas county in the last [[illegible]] [[d		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-095-U003	06-095	06-095-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	95	unread writing	[[illegible]]	ly. [[illegible]] he had been all over Dallas county in the last [[illegible]] [[deleted: illegible]] [[illegible]] somebody’s [[illegible]] is		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-095-U004	06-095	06-095-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	95	unread writing	[[deleted: illegible]]	e]] he had been all over Dallas county in the last [[illegible]] [[deleted: illegible]] [[illegible]] somebody’s [[illegible]] is too careless and will 		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-095-U005	06-095	06-095-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	95	unread writing	[[illegible]]	r Dallas county in the last [[illegible]] [[deleted: illegible]] [[illegible]] somebody’s [[illegible]] is too careless and will [[illegible]] 		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-095-U006	06-095	06-095-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	95	unread writing	[[illegible]]	st [[illegible]] [[deleted: illegible]] [[illegible]] somebody’s [[illegible]] is too careless and will [[illegible]] some day.		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-095-U007	06-095	06-095-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	95	unread writing	[[illegible]]	 [[illegible]] somebody’s [[illegible]] is too careless and will [[illegible]] some day.		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-095-U008	06-095	06-095-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	95	unread writing	[[illegible]]	[[illegible]] are too highly colored [[illegible]] in all but the [[illegible]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-095-U009	06-095	06-095-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	95	unread writing	[[illegible]]	[[illegible]] are too highly colored [[illegible]] in all but the [[illegible]] but I think there are men in this C		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-095-U010	06-095	06-095-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	95	unread writing	[[illegible]]	[illegible]] are too highly colored [[illegible]] in all but the [[illegible]] but I think there are men in this Confederacy, mean enough to pe		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-095-U011	06-095	06-095-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	95	unread writing	[[illegible]]	 for less motive, than Quantrills men were actuated by. At least [[illegible]] were taking vengeance for [[illegible]]. But there are men in th		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-095-U012	06-095	06-095-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	95	unread writing	[[illegible]]	re actuated by. At least [[illegible]] were taking vengeance for [[illegible]]. But there are men in this confederacy who murder for money and 		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-095-U013	06-095	06-095-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	95	tentative reading	[[Sherrol?]]	acy who murder for money and I have some reason to believe, that [[Sherrol?]] is one of them. I could [[illegible]] particulars for that man, 	Sherrol	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Suggested reading, marker kept (moderate confidence). family reading edition (independent image reading, editions/family/Plain-text) reads 'Sherrol'; agreement.
06-095-U014	06-095	06-095-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	95	unread writing	[[illegible]]	ome reason to believe, that [[Sherrol?]] is one of them. I could [[illegible]] particulars for that man, although we have no money for him to w		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-095-U015	06-095	06-095-P03	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	95	unread writing	[[illegible]]	Saturday night 20. / Uncle [[illegible]] has returned. Father went up this morning to see him, but he was		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-095-U016	06-095	06-095-P03	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	95	unread writing	[[illegible]]	e him, but he was not at home. So Father did not get to see him. [[illegible]] are over [[illegible]] some were sent home. Jim White says the m		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-095-U017	06-095	06-095-P03	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	95	unread writing	[[illegible]]	t home. So Father did not get to see him. [[illegible]] are over [[illegible]] some were sent home. Jim White says the militia [[illegible]] ar		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-095-U018	06-095	06-095-P03	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	95	unread writing	[[illegible]]	er [[illegible]] some were sent home. Jim White says the militia [[illegible]] are armed with sticks. I would have doubted [[illegible]] it cam		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-095-U019	06-095	06-095-P03	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	95	unread writing	[[illegible]]	ilitia [[illegible]] are armed with sticks. I would have doubted [[illegible]] it came from any [[illegible]] I have not [[illegible]] but I su		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-095-U020	06-095	06-095-P03	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	95	unread writing	[[illegible]]	with sticks. I would have doubted [[illegible]] it came from any [[illegible]] I have not [[illegible]] but I suppose [[illegible]] relates, he		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-095-U021	06-095	06-095-P03	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	95	unread writing	[[illegible]]	 doubted [[illegible]] it came from any [[illegible]] I have not [[illegible]] but I suppose [[illegible]] relates, he says his command had gun		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-095-U022	06-095	06-095-P03	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	95	unread writing	[[illegible]]	me from any [[illegible]] I have not [[illegible]] but I suppose [[illegible]] relates, he says his command had guns as they were dismounted Ca		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-095-U023	06-095	06-095-P04	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	95	tentative reading	[[Warneys?]]	 She says ask you what you did with all that love we sent you by [[Warneys?]] letter and if you are willing for that exchange. Laura wishes to	Conflicting independent readings: Warneys / Young's	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Marker kept. family reading edition (independent image reading, editions/family/Plain-text) reads '[Young's?] letter'; conflict.
06-098-U001	06-098	06-098-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	98	unread writing	[[deleted: illegible]]	ut now he sleeps between two comrades in arms — John Morgan, and [[deleted: illegible]] [[inserted: Docter]] Gardner. Bob [[Head?]] and his lady called 		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-098-U002	06-098	06-098-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	98	tentative reading	[[Head?]]	an, and [[deleted: illegible]] [[inserted: Docter]] Gardner. Bob [[Head?]] and his lady called upon us yesterday morning; he is rapidly rec	Conflicting independent readings: Head / Gates	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Marker kept. family reading edition (independent image reading, editions/family/Plain-text) reads '[Adrian or Adams?] Gates, first lieutenant of Adams's regiment'; conflict.
06-098-U003	06-098	06-098-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	98	tentative reading	[[Coltr V.?]]	e people that were there. Parson Sansom preached in the morning, [[Coltr V.?]] in the evening. Had a splendid dinner on the ground and pretty g	Conflicting independent readings: Coltr V. / Coit	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Marker kept. family reading edition (independent image reading, editions/family/Plain-text) reads 'Coit'; conflict.
06-098-U004	06-098	06-098-P03	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	98	tentative reading	[[Liz?]]	 shall marry and be given in marriage” Last Sunday night Old Mrs [[Liz?]] Hawkins and Old Mr Love were united in the bonds of matrimony; a	Conflicting independent readings: Liz / Tab	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Marker kept. family reading edition (independent image reading, editions/family/Plain-text) reads 'old Miss Tab Hawkins' (and 'Tab Hawkins' at 06-115); conflict.
06-098-U005	06-098	06-098-P03	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	98	unread writing	[[illegible]]	n Co; It is reported she has a hundred negroes. All I can say is [[illegible]] her. Since the old people have gone to marrying I suppose the yo	pity	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Suggested reading, marker kept (low confidence). family reading edition (independent image reading, editions/family/Plain-text) reads 'I pity her'; annotated illegible.
06-099-U001	06-099	06-099-P03	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	99	unread writing	[[illegible]]	ather now and the plentiful rains have made the garden grow very [[illegible]]. We heard from the meeting this evening and they are hardly thin		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-099-U002	06-099	06-099-P04	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	99	unread writing	[[illegible]]	[[margin]] because she got nothing, but was [[illegible]] her [[illegible]] by saying I would buy [[/margin]]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-099-U003	06-099	06-099-P04	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	99	unread writing	[[illegible]]	[[margin]] because she got nothing, but was [[illegible]] her [[illegible]] by saying I would buy [[/margin]]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-099-U004	06-099	06-099-P05	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	99	unread writing	[[illegible]]	d go to milk my [[deleted: cows]] [[inserted: horses]] in yankee [[illegible]] [[/margin]]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-101-U001	06-101	06-101-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	101	tentative reading	[[18th?]]	Liberty school house / August [[18th?]] 1864 No 16 / Dear Brother:	19th	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Suggested reading, marker kept (moderate confidence). The later slip reads Aug. 19, 1864 and the continuation 'Saturday evening ... I left you yesterday at books' implies the opening was written on Friday, which was 19 Aug 1864; the numeral needs image check.
06-101-U002	06-101	06-101-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	101	tentative reading	[[W?]]	per which I suppose you must have sent, though directed by Joda. [[W?]] Jones passed by here yesterday though I didn’t see him. Some of 		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. Unresolved.
06-101-U003	06-101	06-101-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	101	unread writing	[[illegible]]	 for the paper as we have none but scraps nor wont have till Mr. [[illegible]] gets back, or sends some, which he is to do. I have not been to 		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-101-U004	06-101	06-101-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	101	unread writing	[[illegible]]	do. I have not been to sisters for three weeks, neither seen him [[illegible]]. She was over tuesday, I dont remember I’ve heard from [[illegib		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-101-U005	06-101	06-101-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	101	unread writing	[[illegible]]	legible]]. She was over tuesday, I dont remember I’ve heard from [[illegible]]. I staid at Henrys Thursday night [[Sue?]] had just recd a lette		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-101-U006	06-101	06-101-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	101	tentative reading	[[Sue?]]	 I’ve heard from [[illegible]]. I staid at Henrys Thursday night [[Sue?]] had just recd a letter from Rome. They were four miles below San		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. Unresolved.
06-101-U007	06-101	06-101-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	101	tentative reading	[[Henry?]]	and were paid off, then reloaded with other cotton to go on. Mr. [[Henry?]] got hauling back or was sent back, and he is to bring Sister and		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. Unresolved.
06-101-U008	06-101	06-101-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	101	unread writing	[[illegible]]	the promise of hauling to Matamoras, which if they get they will [[illegible]] sight in Ellis soon. Next Summer [[Rob?]] says if he does not co		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-101-U009	06-101	06-101-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	101	tentative reading	[[Rob?]]	hey get they will [[illegible]] sight in Ellis soon. Next Summer [[Rob?]] says if he does not come, she must	Conflicting independent readings: Rob / Bob	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Marker kept. family reading edition (independent image reading, editions/family/Plain-text) reads 'Bob says'; conflict.
06-101-U010	06-101	06-101-P03	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	101	unread writing	[[illegible]]	[[margin]] [[illegible]] [[/margin]]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-102-U001	06-102	06-102-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	102	unread writing	[[illegible]]	otel. This depends though on circumstances. I am still a visitor [[illegible]] school [[illegible]] and Lizzie Graves are the only girls of my 		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-102-U002	06-102	06-102-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	102	unread writing	[[illegible]]	ough on circumstances. I am still a visitor [[illegible]] school [[illegible]] and Lizzie Graves are the only girls of my age [[illegible]] is 		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-102-U003	06-102	06-102-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	102	unread writing	[[illegible]]	ool [[illegible]] and Lizzie Graves are the only girls of my age [[illegible]] is rather dull. It [[ever?]] makes [[illegible]] of the old Libe		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-102-U004	06-102	06-102-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	102	tentative reading	[[ever?]]	es are the only girls of my age [[illegible]] is rather dull. It [[ever?]] makes [[illegible]] of the old Liberty Spring. We go there [[ill		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. Unresolved.
06-102-U005	06-102	06-102-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	102	unread writing	[[illegible]]	girls of my age [[illegible]] is rather dull. It [[ever?]] makes [[illegible]] of the old Liberty Spring. We go there [[illegible]] every day t		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-102-U006	06-102	06-102-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	102	unread writing	[[illegible]]	er?]] makes [[illegible]] of the old Liberty Spring. We go there [[illegible]] every day to eat our dinner, and it always causes a sinking of m		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-102-U007	06-102	06-102-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	102	tentative reading	[[merry troop of S S?]]	ok at the familiar objects round it. I never can forget all that [[merry troop of S S?]]. Miss Beckett lives in this neighbourhood yet I believe she is t		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. Unresolved.
06-102-U009	06-102	06-102-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	102	tentative reading	[[Mrs Justin and Fannie?]]	ins wife she died yesterday I have not heard what was the cause. [[Mrs Justin and Fannie?]] [[bitten?]] by a rather [[inserted: sudden]] gadding mania. I th		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. family reading edition (independent image reading, editions/family/Plain-text) reads 'Mr. [T—?] and [a second name] have lost one of their children'; conflict; unresolved.
06-102-U010	06-102	06-102-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	102	tentative reading	[[bitten?]]	 I have not heard what was the cause. [[Mrs Justin and Fannie?]] [[bitten?]] by a rather [[inserted: sudden]] gadding mania. I think she is [		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. See U009.
06-102-U011	06-102	06-102-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	102	unread writing	[[illegible]]	] by a rather [[inserted: sudden]] gadding mania. I think she is [[illegible]] a little to gay, again my ear strikes.		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-103-U001	06-103	06-103-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	103	tentative reading	[[wole?]]	a well for two or three weeks past and intends to finish dig and [[wole?]] it with white rock before he thinks about fixing to go back. His	wall	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Suggested reading, marker kept (high confidence). 'finish dig[ging] and wall it with white rock' — walling a well with rock; family reading edition (independent image reading, editions/family/Plain-text) reads 'wall it with white rock'. Recommended for acceptance on image check.
06-103-U002	06-103	06-103-P03	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	103	unread writing	[[illegible]]	in]] I wont write any more while Lizzie is at home I am not well [[illegible]] [[/margin]]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-104-U001	06-104	06-104-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	104	tentative reading	[[Coffy?]]	nt morning. I sat up till two oclock last night. Ellen and Laura [[Coffy?]] Mrs [[Graithwaite?]] Jennie Bell and uncle Johny Joe Witherspoon	Coffy	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Suggested reading, marker kept (moderate confidence). family reading edition (independent image reading, editions/family/Plain-text) reads 'Laura Coffy'; agreement.
06-104-U002	06-104	06-104-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	104	tentative reading	[[Graithwaite?]]	at up till two oclock last night. Ellen and Laura [[Coffy?]] Mrs [[Graithwaite?]] Jennie Bell and uncle Johny Joe Witherspoon and Mr and Miss Anth	Conflicting independent readings: Graithwaite / Grantham	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Marker kept. family reading edition (independent image reading, editions/family/Plain-text) reads 'Mrs. [Grantham?]'; conflict.
06-104-U003	06-104	06-104-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	104	tentative reading	[[Grames?]]	the 7th I suppose it is not true. Mother and Sue have gone to Mr [[Grames?]] Father to Mr Grounds to take some socks to send to Cousin Dock b	Graves	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Suggested reading, marker kept (moderate confidence). 'Mr Graves' recurs (06-074, 06-077, 'uncle graves's' 06-115); family reading edition (independent image reading, editions/family/Plain-text) reads '[Graves?]'.
06-106-U001	06-106	06-106-P03	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	106	obstruction	[[obscured: approximately 3 lines across dark band]]	[[obscured: approximately 3 lines across dark band]] [[illegible]] would go to preaching so I stopped short off. Satu		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. Dark band; no independent reading.
06-106-U002	06-106	06-106-P03	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	106	unread writing	[[illegible]]	[[obscured: approximately 3 lines across dark band]] [[illegible]] would go to preaching so I stopped short off. Saturday night Mar		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-106-U003	06-106	06-106-P03	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	106	unread writing	[[deleted: illegible]]	d sermons. On Sunday a good many of the methodists brethren were [[deleted: illegible]] on account of having Sunday school in the morning and you know t		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-107-U001	06-107	06-107-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	107	tentative reading	[[in a great few points?]]	ing and Austin made a few remarks after Jones got through saying [[in a great few points?]] [[illegible]] the Bro. differed; but in a great many things they		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. Unresolved.
06-107-U002	06-107	06-107-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	107	unread writing	[[illegible]]	emarks after Jones got through saying [[in a great few points?]] [[illegible]] the Bro. differed; but in a great many things they occupied comm		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-107-U003	06-107	06-107-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	107	unread writing	[[illegible]]	ings atall I dont think. Jones says when you all left Dallas, he [[illegible]] Mr. Stone and preached once for you somewhere on the road. Perha		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-107-U004	06-107	06-107-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	107	obstruction	[[obscured: approximately 2 lines across dark band]]	ortation. Fields did not like to grant it, but at last consented [[obscured: approximately 2 lines across dark band]] [[illegible]] could start from [[illegible]] field to day or tom		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. Dark band.
