page_id	source_pdf	scan_page	kind	transcript_blocks	unresolved_items	review_level	editorial_note
08-068	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	68	tax receipts	1	1	initial AI visual reading of supplied scan	Printed forms with handwritten entries. Table fields are presented as labeled text. Unfilled certificate, survey-number, town-lot and poll-tax fields are omitted; no amounts are supplied for them. Receipt-number slashes are preserved. Uncertain readings are explicitly marked.
08-069	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	69	tax receipts	1	1	initial AI visual reading of supplied scan	Printed forms with handwritten entries. Table fields are presented as labeled text. Blank certificate, survey-number, town-lot and poll-tax fields are omitted. Slashes within receipt numbers are retained. 
08-070	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	70	tax receipts	1	1	initial AI visual reading of supplied scan	Printed forms with handwritten entries. Table fields are presented as labeled text. Blank certificate, survey-number, town-lot and poll-tax fields are omitted. Slashes within receipt numbers are retained. 
08-071	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	71	tax receipts	2	2	initial AI visual reading of supplied scan	Printed forms with handwritten entries. Table fields are presented as labeled text. Blank certificate, survey-number, town-lot and poll-tax fields are omitted. Slashes within receipt numbers are retained. 
08-072	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	72	tax receipts	2	2	initial AI visual reading of supplied scan	Printed forms with handwritten entries. Table fields are presented as labeled text. Blank certificate, survey-number, town-lot and poll-tax fields are omitted. Slashes within receipt numbers are retained. Both receipts are headed Form 1. The county field is printed County ad Valorem.
08-073	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	73	tax receipts	2	3	initial AI visual reading of supplied scan	Printed forms with handwritten entries. Table fields are presented as labeled text. Blank certificate, survey-number, town-lot and poll-tax fields are omitted. Slashes within receipt numbers are retained. Both receipts are headed FORM 1. The county field is printed County ad Valorem. The state tax on the upper receipt is overwritten and uncertain.
08-074	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	74	tax receipts	2	2	initial AI visual reading of supplied scan	Printed forms with handwritten entries. Table fields are presented as labeled text. Blank certificate, survey-number, town-lot and poll-tax fields are omitted. Slashes within receipt numbers are retained. Both receipts are headed FORM 1. “Est of” is read as estate of; it is not an exact death date.
08-075	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	75	tax receipts	2	4	initial AI visual reading of supplied scan	Printed forms with handwritten entries. Table fields are presented as labeled text. Blank certificate, survey-number, town-lot and poll-tax fields are omitted. Slashes within receipt numbers are retained. Both receipts are headed FORM 1. Upper total and lower receipt number are indistinct; both are preserved as uncertain. “Est” abbreviates estate.
08-076	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	76	tax receipts	2	4	initial AI visual reading of supplied scan	Printed forms with handwritten entries. Table fields are presented as labeled text. Blank certificate, survey-number, town-lot and poll-tax fields are omitted. Slashes within receipt numbers are retained. Both receipts are headed FORM 1.
08-077	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	77	tax receipts	2	2	initial AI visual reading of supplied scan	Printed forms with handwritten entries. Table fields are presented as labeled text. Blank certificate, survey-number, town-lot and poll-tax fields are omitted. Slashes within receipt numbers are retained. Both receipts are headed FORM 1. Upper assessed value is partly at the edge of the receipt.
08-078	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	78	tax receipts	1	5	initial AI visual reading of supplied scan	Printed forms with handwritten entries. Table fields are presented as labeled text. Blank certificate, survey-number, town-lot and poll-tax fields are omitted. Slashes within receipt numbers are retained. Form 1. Two separate land rows show 100 and 30 acres, each under abstract 829, the second using ditto marks for A. J. Porter. The final tax-year digit is unfilled; the payment date is 1891. Tax components are faint and not reconstructed from the total.
08-079	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	79	tax receipt	1	1	initial AI visual reading of supplied scan	Printed form with handwritten entries; unfilled table cells and tax categories omitted.
08-080	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	80	tax receipts	2	4	initial AI visual reading of supplied scan	County heading is faint. Unfilled certificate, survey, town-lot and tax-category fields omitted. Lower payment date is a stamp; the manuscript date field is unfilled.
08-081	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	81	tax receipts	2	3	initial AI visual reading of supplied scan	Printed forms with handwritten entries. Table fields are presented as labeled text; blank town-lot, survey-number, poll-tax and other tax-category fields omitted. Receipt-number slashes retained. Lower value and signature are faint.
08-082	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	82	tax receipts	2	3	initial AI visual reading of supplied scan	Printed forms with handwritten entries. Table fields are presented as labeled text; blank town-lot, survey-number, poll-tax and other tax-category fields omitted. Receipt-number slashes retained. Upper county heading is unfilled and date is stamped; the lower county heading is stamped ELLIS. Ellis in the upper closing designation is faint.
08-083	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	83	tax receipts	2	6	initial AI visual reading of supplied scan	Printed forms with handwritten entries. Table fields are presented as labeled text; blank town-lot, survey-number, poll-tax and other tax-category fields omitted. Receipt-number slashes retained. Edges of underlying receipts visible at left are covered and not retranscribed. Upper tax components are retained as read even where inconsistent. Lower collector county field is blank. Small 688 is a printed form number.
08-084	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	84	tax receipts	2	3	initial AI visual reading of supplied scan	Printed forms with handwritten entries. Table fields are presented as labeled text; blank town-lot, survey-number, poll-tax and other tax-category fields omitted. Receipt-number slashes retained. Upper tax-year final digit is faint. Both signatures read Billie Bratcher tentatively. Parts of adjacent receipts visible at the left repeat the preceding scan and are not retranscribed.
08-085	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	85	tax receipts	2	8	initial AI visual reading of supplied scan	Printed forms with handwritten entries. Table fields are presented as labeled text; blank town-lot, survey-number, poll-tax and other tax-category fields omitted. Receipt-number slashes retained. Tax dates are stamped; manuscript date lines are unfilled. Top year digit and stamped dates are partly indistinct. A faint pencil calculation under the lower receipt is retained without interpreting its purpose. The lower county field is stamped Ellis.
08-086	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	86	tax receipts	2	3	initial AI visual reading of supplied scan	Printed forms with handwritten entries. Table fields are presented as labeled text; blank town-lot, survey-number, poll-tax and other tax-category fields omitted. Receipt-number slashes retained. Upper tax-year final digit is unfilled; 1905 comes from the payment stamp. Printed form identifiers are retained. “Pd.” means paid.
08-087	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	87	tax receipts	2	6	initial AI visual reading of supplied scan	Printed forms with handwritten entries. Table fields are presented as labeled text; blank town-lot, survey-number, poll-tax and other tax-category fields omitted. Receipt-number slashes retained. Receipts under the pasted sheet are obscured; exposed edges repeat the preceding scan. Lower collector signature and date stamp are very faint.
08-088	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	88	tax receipts	2	3	initial AI visual reading of supplied scan	Printed forms with handwritten entries. Table fields are presented as labeled text; blank town-lot, survey-number, poll-tax and other tax-category fields omitted. Receipt-number slashes retained. The 1910 receipt includes an additional County Special charge of 2.59 with an uncertain handwritten designation. The upper county heading is unfilled, but the collector designation says Ellis. The month/day notation of the upper receipt is incomplete.
08-089	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	89	account of notes and livestock	3	0	initial AI visual reading of supplied scan	The writer is not named on this page. The statement concerns assets belonging to G. A. Sublett held or collected for him. Asterisks refer to the note “ballances due.” The canceled due date is incomplete.
08-090	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	90	account ledger	2	1	initial AI visual reading of supplied scan	Counts at the top and weights below are separate blocks. “Buffaloe” is inserted over fish. B and cat likely distinguish buffalo fish and catfish, but the abbreviations are preserved. An entry number is canceled. The fraction after 142 is uncertain.
08-091	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	91	travel memorandum and account	2	0	initial AI visual reading of supplied scan	The year is read as 1846; “Monday” and “Oct. 21st” are retained without calendar correction. The writer is unnamed. “Brother” and “your son” occur in the James Fleming account and are not assigned to the Douglas family.
08-092	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	92	account and draft statement	2	1	initial AI visual reading of supplied scan	Page is torn at the top. The lower draft is faint; enhanced diagnostic crop was checked. The draft’s author, recipient and date are not identified here. “M. E.” is retained as written.
08-093	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	93	account ledger	2	7	initial AI visual reading of supplied scan	The page is torn at the top. Lower text is independently oriented, very faint, and was examined after rotation and contrast adjustment. It is not confidently readable beyond the fragments given. Upper amounts lack an explicit currency label.
08-094	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	94	letter, first page	3	5	initial AI visual reading of supplied scan	Continues on 08-095, signed Sarah E. Barr. Year and addressee initial are uncertain. The place written across two lines as Raugherford probably means Rutherford, but is not normalized in the direct transcript. “Douglap” represents the visible spelling/terminal letterform, likely intended as Douglass.
08-095	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	95	letter, second page	4	3	initial AI visual reading of supplied scan	Continuation of 08-094. Marriage-news names and one clause are unclear; the ambiguous second Harriet reference is not silently reconciled. A repeated “tell” is retained.
08-096	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	96	letter, first page	2	0	initial AI visual reading of supplied scan	Continues on 08-097 and 08-098, signed Hicks. Insertion is placed after the letter date. Reports of health, deaths and prices are the writer’s contemporary claims, not independently verified statistics.
08-097	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	97	letter, second page	4	1	initial AI visual reading of supplied scan	Continuation of 08-096. Historical racial terminology is retained in the direct transcript. The inheritance dispute concerns enslaved people and their children; the family reading states this explicitly. Wm Harrison’s name is uncertain. The phrase around “Abate” is difficult and should be checked against the image before identifying the person. “Has not” is repeated in the source.
08-098	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	98	letter, third page	2	1	initial AI visual reading of supplied scan	Continuation and conclusion of 08-096–097. Opening refers to the man discussed at the close of 08-097. “Kind folks” is retained; it appears to mean kinfolk. Signature initials are not fully secure.
08-099	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	99	letter wrapper and postscripts	3	1	initial AI visual reading of supplied scan	Wrapper appears to belong with the following letter dated October 16, 1849. Sideways and upside-down text was checked in rotated crops. Signature is provisional. Bleed-through from the reverse is not duplicated. A closer crop and comparison with the independently read signature on 08-106 favor L. Jetton over the discarded initial guess J. Bass.
08-100	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	100	letter, first page	2	2	initial AI visual reading of supplied scan	Continues on 08-101 and 08-102. Wrapper 08-099 may identify the writer, but signature remains provisional. A damaged exception clause is marked. Rebeca is the writer’s spelling. “Daughters” is plural as read; Mary is named later.
08-101	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	101	letter, second page	3	1	initial AI visual reading of supplied scan	Continuation of 08-100. The account of a killing and claimed self-defense is attributed to the writer and Sam; it is not an adjudicated conclusion here. Initial/name before Orr and the phrase “family sicity” are uncertain. Last sentence continues on 08-102.
08-102	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	102	letter, third page	3	6	initial AI visual reading of supplied scan	Continuation of 08-100–101. The opening continues the land-sale discussion; wording before “made for a division” is absent on the preceding page. A difficult remark concerning Geasling is left uncertain. Several names and the geographic abbreviation near death counts require review. Bottom line is cropped.
08-103	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	103	letter wrapper	1	1	initial AI visual reading of supplied scan	Address panel must be rotated to read. Repeated address lines are distinct writing, not reverse-side bleed-through. Appears to accompany the January 26, 1854 letter beginning on 08-104; the year is not legible in this panel.
08-104	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	104	letter, first page	2	0	initial AI visual reading of supplied scan	Continues on 08-105. The name Orlea and several initials may benefit from comparison with the continuation. “Jacks” is retained; it commonly denotes male donkeys in this context, but the page does not define the term.
08-105	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	105	letter, second page	3	1	initial AI visual reading of supplied scan	Continuation of 08-104; signed Lewis Jetton on 08-106. “Sheep Skin” refers in context to a college diploma. The cousin’s name is uncertain. Commercial amounts are not reinterpreted as land ownership.
08-106	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	106	letter, third page	3	0	initial AI visual reading of supplied scan	Concludes 08-104–105. Name Hally is read as written and may need further identification. “Purging himself” is the visible wording; the legal meaning is uncertain, possibly intended as perjuring himself. The reported defendant is called Rucker here and is not silently equated with Richardson in the Hicks letter.
08-107	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	107	letter fragment, first side	1	0	initial AI visual reading of supplied scan	Sideways fragment rotated for reading. Continues on 08-108, signed Susan A. Naylor. “Hole” is retained as written, apparently intended as whole. Allegations are the writer’s report of what Sam Davis told her.
08-108	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	108	letter fragment, second side	1	1	initial AI visual reading of supplied scan	Continuation of 08-107. Sideways writing rotated for reading. “Limitation law” is the writer’s wording; no legal conclusion is asserted by the edition.
08-109	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	109	letter, first page	1	1	initial AI visual reading of supplied scan	Continues on 08-110. “Bro” may be a religious or social form of address and is not treated as proof of a biological sibling relationship. “Wid” expands to widow.
08-110	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	110	letter, second page	1	0	initial AI visual reading of supplied scan	Continuation of 08-109. Fanny and Fannie both occur. The author asks for consultation and information; this is a proposed move, not proof it happened.
08-111	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	111	letter, third page	2	4	initial AI visual reading of supplied scan	Continuation of 08-109–110, dated July 29, 1868. The faint top line cannot be securely read. County and initials remain provisional. The church place is abbreviated W Chester after Winchester earlier in the paragraph.
08-112	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	112	letter postscript	2	3	initial AI visual reading of supplied scan	Concludes 08-109–111. The word “convalescents” appears clearly but its intended reference is not explained. The final enclosure note is difficult; its name, title and syntax are not reconstructed. Units for the quoted crop prices are not stated.
08-113	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	113	letter, first page	2	1	initial AI visual reading of supplied scan	Continues 08-114–116; signature tentatively James H. C. McKinny, M.D. Date year written 51. Historical racial language is retained in this direct transcript. The possessive description of Rob indicates probable enslaved status, but gives no age or surname.
08-114	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	114	letter, second page	3	3	initial AI visual reading of supplied scan	Continuation of 08-113. College spelling and the Senate candidate’s surname are uncertain; not silently corrected from historical expectations. The writer’s political opinions are transcribed as opinions.
08-115	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	115	letter, third page	3	0	initial AI visual reading of supplied scan	Continuation of 08-113–114. Road and railway dates are expectations expressed in April 1851, not independently verified completion dates. “Internal improvement” concerns transport infrastructure here.
08-116	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	116	letter, fourth page	4	4	initial AI visual reading of supplied scan	Concludes 08-113–115. The physician’s signature, married surname of Mary Baird and postscript wording are provisional. Family relationships of “Uncle Henry” and Hiram are not specified.
08-117	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	117	letter, first page	4	8	initial AI visual reading of supplied scan	Continues on 08-118, which is upside down in the scan. The bottom and marginal wording are clipped. Battle description and casualty list are the correspondent’s recollections; the writer explicitly had not traversed the battlefield and says his list is incomplete. Names are not independently verified.
08-118	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	118	letter, second page	2	0	initial AI visual reading of supplied scan	Continuation of 08-117, rotated 180 degrees. Some surnames remain in need of identification even where letterforms seem clear. “Wm Brick” appears both in the death list and as a promised correspondent; the inconsistency is preserved rather than resolved. The ending has no full signature on this side.
08-119	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	119	letter, first page	2	1	initial AI visual reading of supplied scan	Continues on 08-120–122 and is signed Lewis Jetton. “Consumption” is historical terminology. Washie is a provisional personal-name reading; identity not established.
08-120	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	120	letter, second page	1	0	initial AI visual reading of supplied scan	Continuation of 08-119. The page spells the surname Ledbetter; the earlier summary or OCR must not override it. Reported legal requirements are Jetton’s understanding, not modern legal advice or a verified statement of the statute.
08-121	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	121	letter, third page	2	0	initial AI visual reading of supplied scan	Continuation of 08-119–120. The letter records a sale of enslaved people and a share of proceeds claimed for Polly. No names of those people or estate name appear on this page. Land share is written as one thirteenth and the third of a thirteenth; it is not silently simplified or reinterpreted.
08-122	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	122	letter, fourth page	3	2	initial AI visual reading of supplied scan	Concludes 08-119–121. Julia’s and Hannah’s relationship or status is not stated. The description of Hannah’s mental and physical condition is Jetton’s, not a diagnosis. The name inserted above Charley is provisional.
08-123	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	123	letter, first page	1	1	initial AI visual reading of supplied scan	Continues 08-124–126, signed Lewis Jetton. No day of January is supplied. “Bro” is not proof of a blood relationship. The statement that the couple were close kin does not specify the relationship.
08-124	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	124	letter, second page	1	0	initial AI visual reading of supplied scan	Continuation of 08-123. Racial language and the writer’s opposition to Black voting are preserved as historical evidence. The claim that all white men stayed home or lacked voting rights is the writer’s broad assertion, not an editorial statement of the law or electorate.
08-125	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	125	letter, third page	2	1	initial AI visual reading of supplied scan	Continuation of 08-123–124. “Brotherlaws” is a significant explicit relationship statement, evidently brothers-in-law, unlike the generic salutation “Bro.” It does not on its own identify the spouses or establish N. L.’s father. Racist generalizations are retained as the author’s views.
08-126	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	126	letter, fourth page	3	2	initial AI visual reading of supplied scan	Concludes 08-123–125. The object to be settled in the first paragraph is unclear; “wealth” is tentative. The letter does not establish the merits or outcome of the dispute.
08-127	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	127	letter, first page	1	3	initial AI visual reading of supplied scan	Continues on 08-128 and following. Year, surname Low, and attorney’s surname remain provisional; a heavy fold obscures part of the illness description. June 23 is clear, but the year is uncertain. The letter explicitly calls Julia Granville’s aunt without specifying the exact line of kinship. Reading the entire letter, including the reference to Bell and Everett on 08-130 and the continuing enslavement of a boy on 08-129, supports 1860 for the uncertain year; the date remains marked pending further checking.
08-128	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	128	letter, second page	1	3	initial AI visual reading of supplied scan	Continuation of 08-127. A blot obscures part of the reported valuation: $3?00, not a confidently read $3,000. Abolition and drought are the writer’s explanation of lower land prices. Legal proposals are not evidence of completed court proceedings or sale. “Abolition” is the writer’s word and is not modernized as completed emancipation; the letter’s likely date is 1860.
08-129	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	129	letter, third page	2	5	initial AI visual reading of supplied scan	Continuation of 08-127–128. Torn edges, folds and stains obscure several words. The page treats an unnamed enslaved boy as estate property and records seven years of hiring him out; those statements are preserved without endorsing them. The first attorney’s surname is uncertain.
08-130	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	130	letter, fourth page	1	2	initial AI visual reading of supplied scan	Concludes 08-127–129. The political reference to Bell and Everett helps assess the uncertain date as 1860. Resort name and companion’s surname are uncertain. Crop yields and political prediction are reported by Jetton. Uncle Jake’s age is stated as 82; no surname or exact birth date is supplied.
08-131	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	131	letter	1	0	initial AI visual reading of supplied scan	Single-page letter. The war names are retained as the writer spelled them in the direct transcript. Twenty dollars is enclosed and five promised; they are not conflated as money already received.
08-132	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	132	address panel	2	0	initial AI visual reading of supplied scan	Rotated 90 degrees for reading. The pencil note appears to be an annotation on the wrapper and is distinguished from the original address. It corresponds in subject to 08-133–136 but is not substituted for the letter’s wording.
08-133	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	133	letter, first page	1	1	initial AI visual reading of supplied scan	Continues on 08-134 and following. The salutation is rendered as written but not treated alone as proof of a biological relationship. The author’s description of older people’s mental condition is historical language, not a diagnosis.
08-134	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	134	letter, second page	1	2	initial AI visual reading of supplied scan	Continuation of 08-133. The writer’s “White” is a personal name. “Father & law” and “sister & law” mean in-laws. December is abbreviated Decr. Information about Granville’s journey comes from a relative’s letter; arrival in Texas is not confirmed.
08-135	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	135	letter, third page	1	2	initial AI visual reading of supplied scan	Continuation of 08-133–134. Robt Fletcher, settlement name and damaged receipt-of-letter clause need further checking. The page distinguishes Granville’s funds still held in Tennessee from cash he carried on the journey.
08-136	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	136	letter, fourth page	2	2	initial AI visual reading of supplied scan	Concludes 08-133–135. Deaths are reported by Jetton, with November 22 referring to the previous year in this January 1859 letter. First name Jefro is read as written, not silently expanded. Some family relationships are mentioned without sufficient detail to reconstruct the pedigree.
08-137	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	137	account slip	1	1	initial AI visual reading of supplied scan	Slip rotated for reading. The dates appear as 1856 and 1855 in that order. The first commodity is a plow, not flour. Weights, rates and amounts are retained; 43 at 16⅔ cents is not rounded to change the written 7.16. Final Dr-like mark is unclear.
08-138	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	138	manuscript copy of legal provisions	4	1	initial AI visual reading of supplied scan	Continues on 08-139, which identifies the excerpt as general laws of the 12th legislature. This is a transcription of the historical copy, not verification of its legal accuracy, applicability or current effect. An insertion completes the otherwise interrupted opening sentence.
08-139	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	139	manuscript copy of legal provisions, continuation	2	0	initial AI visual reading of supplied scan	Concludes 08-138. The heading is transcribed as written. The manuscript gives no full publication title, year, page number or jurisdiction on this side.
08-140	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	140	account slip	2	2	initial AI visual reading of supplied scan	Rotated for reading. The lower note is detached from the medication charges and its quantity is uncertain. “Dr.” denotes debit here; it is not a medical title attached to Patton.
08-141	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	141	accounting calculations	6	14	initial AI visual reading of supplied scan	Rotated for reading. Much of the pencil arithmetic is faded. Each physical group is kept separate, and unclear amounts are not reconstructed from subtraction. A likely later side annotation names N. L. Douglas and says no date.
08-142	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	142	two tax receipts	2	0	initial AI visual reading of supplied scan	Printed forms completed by hand. Both payers are John Nugent; N. L. Douglas signs as assessor and collector, not as the taxpayer. Component tax fields have no securely legible inserted sums.
08-143	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	143	receipt	1	0	initial AI visual reading of supplied scan	Rotated for reading. The insertion identifies N. L. Douglass. No payment amount is given. This may relate to the Bell account at 08-137, but that linkage is not asserted as certain.
08-144	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	144	tax-account instruction	1	1	initial AI visual reading of supplied scan	Rotated for reading. Initials and surname in the first line are provisional; the second occurrence appears Sims. This is historical document content, not an instruction to the transcriber.
08-145	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	145	payment memorandum	1	1	initial AI visual reading of supplied scan	Rotated for reading. First line amount is 583.34 followed by cts. The second initial in the payee’s name is overwritten. No purpose for the payment is stated.
08-146	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	146	license-tax receipt	2	2	initial AI visual reading of supplied scan	Rotated for reading. Personal name tentatively read Wm E Champlin; the faint lower note is not fully readable. Douglas signs in his public collecting capacity.
08-147	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	147	address panel	1	0	initial AI visual reading of supplied scan	Rotated for reading. Carrier’s name is blotted but supported by the adjacent letter, 08-148. No postal date appears on this panel.
08-148	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	148	letter	2	0	initial AI visual reading of supplied scan	The amount is $583.34 and the messenger is J. T. Conner, deputy sheriff of Dallas County. Read alongside the payment memorandum 08-145 and endorsement 08-150; those cross-references do not turn the request into separate proof of payment.
08-149	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	149	deposit memorandum and calculations	7	6	initial AI visual reading of supplied scan	Amounts and totals are transcribed as written, including apparent arithmetic discrepancies and rounded subtotals. The handwritten public-funds label makes clear that these are not simply the family’s personal savings. Faint overwritten lower figures remain uncertain.
08-150	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	150	endorsement on deposit memorandum	2	0	initial AI visual reading of supplied scan	Mostly blank reverse with three short inscriptions. The payment amount agrees with 08-145 and the request at 08-148. Written date distinguishes the order’s March 6 date from payment March 26.
08-151	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	151	address panel	3	3	initial AI visual reading of supplied scan	Rotated for reading. Stamp area is missing. The number of days in the return instruction is uncertain. The adjacent letter 08-152 is addressed to Douglas at Waco.
08-152	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	152	letter	2	0	initial AI visual reading of supplied scan	Date is written April 10/69. The draft amount is not repeated here, so it is not assumed to be the Norton payment or any particular deposit without further evidence.
08-153	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	153	envelope	2	1	initial AI visual reading of supplied scan	Stamp area is missing or covered. Postmark is partially visible.
08-154	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	154	letter	1	1	initial AI visual reading of supplied scan	First name of the firm is tentative. The associated convention-tax warrant is on 08-155–156.
08-155	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	155	treasury warrant	1	0	initial AI visual reading of supplied scan	Printed form with handwritten entries. A&C means assessor and collector; pr means per, and ag denotes agent.
08-156	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	156	receipt	1	0	initial AI visual reading of supplied scan	Reverse of the convention-tax warrant.
08-157	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	157	account note	2	0	initial AI visual reading of supplied scan	No date or jurisdiction is stated. The middle digit in the poll count is read as 6. The isolated $213 is not explicitly tied to either preceding figure.
08-158	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	158	account note	1	2	initial AI visual reading of supplied scan	The third amount is unclear; the written total is retained without changing an entry to force agreement. Spiece appears to mean specie.
08-159	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	159	account calculations	6	6	initial AI visual reading of supplied scan	Unlabelled arithmetic arranged in several directions. Separators reflect distinct groups; no operation signs or implied decimals are supplied. Crossed and overwritten digits remain uncertain.
08-160	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	160	tax account	2	0	initial AI visual reading of supplied scan	The amount abbreviation appears as an insertion and again in the line; wording is preserved. Written total is not silently reconciled. No signature appears on this page.
08-161	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	161	envelope	1	0	initial AI visual reading of supplied scan	Handwritten postal endorsement. No letter association is assumed solely from its position in the scan.
08-162	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	162	printed bankruptcy notice	4	0	initial AI visual reading of supplied scan	Repeated dot groups are represented consistently by an ellipsis, not by an editorial omission. The question mark after John A Conda is printed in the source. Full table retained, including blank/ditto amounts. This notice may be the enclosure mentioned in Jetton’s July 1868 letter (08-112), but physical association is not proved.
08-163	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	163	envelope	2	0	initial AI visual reading of supplied scan	Handwritten endorsement; the date reads June 7, whereas the enclosed letter is dated June 5.
